72352.0	32576.0	32844.0	2590.0	61062.0	28914.0
72449.0	32619.0	32887.0	2593.0	61141.0	28951.0
72546.0	32662.0	32930.0	2596.0	61220.0	28988.0
72643.0	32705.0	32973.0	2599.0	61299.0	29025.0
72740.0	32748.0	33016.0	2602.0	61378.0	29062.0
72837.0	32791.0	33059.0	2605.0	61457.0	29099.0
72934.0	32834.0	33102.0	2608.0	61536.0	29136.0
73031.0	32877.0	33145.0	2611.0	61615.0	29173.0
73128.0	32920.0	33188.0	2614.0	61694.0	29210.0
73225.0	32963.0	33231.0	2617.0	61773.0	29247.0
73322.0	33006.0	33274.0	2620.0	61852.0	29284.0
73419.0	33049.0	33317.0	2623.0	61931.0	29321.0
73516.0	33092.0	33360.0	2626.0	62010.0	29358.0
73613.0	33135.0	33403.0	2629.0	62089.0	29395.0
73710.0	33178.0	33446.0	2632.0	62168.0	29432.0
73807.0	33221.0	33489.0	2635.0	62247.0	29469.0
73904.0	33264.0	33532.0	2638.0	62326.0	29506.0
74001.0	33307.0	33575.0	2641.0	62405.0	29543.0
74098.0	33350.0	33618.0	2644.0	62484.0	29580.0
74195.0	33393.0	33661.0	2647.0	62563.0	29617.0
74292.0	33436.0	33704.0	2650.0	62642.0	29654.0
74389.0	33479.0	33747.0	2653.0	62721.0	29691.0
74486.0	33522.0	33790.0	2656.0	62800.0	29728.0
74583.0	33565.0	33833.0	2659.0	62879.0	29765.0
74680.0	33608.0	33876.0	2662.0	62958.0	29802.0
74777.0	33651.0	33919.0	2665.0	63037.0	29839.0
74874.0	33694.0	33962.0	2668.0	63116.0	29876.0
74971.0	33737.0	34005.0	2671.0	63195.0	29913.0
75068.0	33780.0	34048.0	2674.0	63274.0	29950.0
75165.0	33823.0	34091.0	2677.0	63353.0	29987.0
75262.0	33866.0	34134.0	2680.0	63432.0	30024.0
75359.0	33909.0	34177.0	2683.0	63511.0	30061.0
75456.0	33952.0	34220.0	2686.0	63590.0	30098.0
75553.0	33995.0	34263.0	2689.0	63669.0	30135.0
75650.0	34038.0	34306.0	2692.0	63748.0	30172.0
75747.0	34081.0	34349.0	2695.0	63827.0	30209.0
75844.0	34124.0	34392.0	2698.0	63906.0	30246.0
75941.0	34167.0	34435.0	2701.0	63985.0	30283.0
76038.0	34210.0	34478.0	2704.0	64064.0	30320.0
76135.0	34253.0	34521.0	2707.0	64143.0	30357.0
76232.0	34296.0	34564.0	2710.0	64222.0	30394.0
76329.0	34339.0	34607.0	2713.0	64301.0	30431.0
76426.0	34382.0	34650.0	2716.0	64380.0	30468.0
76523.0	34425.0	34693.0	2719.0	64459.0	30505.0
76620.0	34468.0	34736.0	2722.0	64538.0	30542.0
