19746.0	53716.0	50098.0	1623.0	51424.0
19775.0	53795.0	50171.0	1625.0	51497.0
19804.0	53874.0	50244.0	1627.0	51570.0
19833.0	53953.0	50317.0	1629.0	51570.0
19862.0	54032.0	50390.0	1631.0	51570.0
19891.0	54111.0	50463.0	1633.0	51570.0
19920.0	54190.0	50536.0	1635.0	51570.0
19949.0	54269.0	50609.0	1637.0	51570.0
19978.0	54348.0	50682.0	1639.0	51570.0
20007.0	54427.0	50755.0	1641.0	51570.0
20036.0	54506.0	50828.0	1643.0	51570.0
20065.0	54585.0	50901.0	1645.0	51570.0
20094.0	54664.0	50974.0	1647.0	51570.0
20123.0	54743.0	51047.0	1649.0	51570.0
20152.0	54822.0	51120.0	1651.0	51570.0
20181.0	54901.0	51193.0	1653.0	51570.0
20210.0	54980.0	51266.0	1655.0	51570.0
20239.0	55059.0	51339.0	1657.0	51570.0
20268.0	55138.0	51412.0	1659.0	51570.0
20297.0	55217.0	51485.0	1661.0	51570.0
20326.0	55296.0	51558.0	1663.0	51570.0
20355.0	55375.0	51631.0	1665.0	51570.0
20355.0	55454.0	51704.0	1667.0	51570.0
20355.0	55533.0	51777.0	1669.0	51570.0
20355.0	55612.0	51850.0	1671.0	51570.0
20355.0	55691.0	51923.0	1673.0	51570.0
20355.0	55770.0	51996.0	1675.0	51570.0
20355.0	55849.0	52069.0	1677.0	51570.0
20355.0	55928.0	52142.0	1679.0	51570.0
20355.0	56007.0	52215.0	1681.0	51570.0
20384.0	56086.0	52288.0	1683.0	51570.0
20413.0	56165.0	52361.0	1685.0	51570.0
20442.0	56244.0	52434.0	1687.0	51570.0
20471.0	56323.0	52507.0	1689.0	51570.0
20500.0	56402.0	52580.0	1691.0	51570.0
20529.0	56481.0	52653.0	1693.0	51570.0
20558.0	56560.0	52726.0	1695.0	51570.0
20587.0	56639.0	52799.0	1697.0	51570.0
20616.0	56718.0	52872.0	1699.0	51570.0
20645.0	56797.0	52945.0	1701.0	51570.0
20674.0	56876.0	53018.0	1703.0	51570.0
20703.0	56955.0	53091.0	1705.0	51570.0
20732.0	57034.0	53164.0	1707.0	51570.0
20761.0	57113.0	53237.0	1709.0	51570.0
20790.0	57192.0	53310.0	1711.0	51570.0
20819.0	57271.0	53383.0	1713.0	51570.0
20848.0	57350.0	53456.0	1715.0	51570.0
20877.0	57429.0	53529.0	1717.0	51570.0
20906.0	57508.0	53602.0	1719.0	51570.0
20935.0	57587.0	53675.0	1721.0	51570.0
20964.0	57666.0	53748.0	1723.0	51570.0
20993.0	57745.0	53821.0	1725.0	51570.0
21022.0	57824.0	53894.0	1727.0	51570.0
21051.0	57903.0	53967.0	1729.0	51570.0
21080.0	57982.0	54040.0	1731.0	51570.0
21109.0	58061.0	54113.0	1733.0	51570.0
21138.0	58140.0	54186.0	1735.0	51570.0
21167.0	58219.0	54259.0	1737.0	51570.0
21196.0	58298.0	54332.0	1739.0	51570.0
21225.0	58377.0	54405.0	1741.0	51570.0
21254.0	58456.0	54478.0	1743.0	51570.0
21283.0	58535.0	54551.0	1745.0	51570.0
21312.0	58614.0	54624.0	1747.0	51570.0
21341.0	58693.0	54697.0	1749.0	51570.0
21370.0	58772.0	54770.0	1751.0	51570.0
21399.0	58851.0	54843.0	1753.0	51643.0
21428.0	58930.0	54916.0	1755.0	51716.0
21457.0	59009.0	54989.0	1757.0	51789.0
21486.0	59088.0	55062.0	1759.0	51862.0
21515.0	59167.0	55135.0	1761.0	51935.0
21544.0	59246.0	55208.0	1763.0	52008.0
21573.0	59325.0	55281.0	1765.0	52081.0
21602.0	59404.0	55354.0	1767.0	52154.0
21631.0	59483.0	55427.0	1769.0	52227.0
21660.0	59562.0	55500.0	1771.0	52300.0
21689.0	59641.0	55573.0	1773.0	52373.0
21718.0	59720.0	55646.0	1775.0	52446.0
21747.0	59799.0	55719.0	1777.0	52519.0
21776.0	59878.0	55792.0	1779.0	52592.0
21805.0	59957.0	55865.0	1781.0	52665.0
21834.0	60036.0	55938.0	1783.0	52738.0
21863.0	60115.0	56011.0	1785.0	52811.0
21892.0	60194.0	56084.0	1787.0	52884.0
21921.0	60273.0	56157.0	1789.0	52957.0
21950.0	60352.0	56230.0	1791.0	53030.0
21979.0	60431.0	56303.0	1793.0	53103.0
22008.0	60510.0	56376.0	1795.0	53176.0
22037.0	60589.0	56449.0	1797.0	53249.0
22066.0	60668.0	56522.0	1799.0	53322.0
22095.0	60747.0	56595.0	1801.0	53395.0
22124.0	60826.0	56668.0	1803.0	53468.0
22153.0	60905.0	56741.0	1805.0	53541.0
22182.0	60984.0	56814.0	1807.0	53614.0
22211.0	61063.0	56887.0	1809.0	53687.0
22240.0	61142.0	56960.0	1811.0	53760.0
22269.0	61221.0	57033.0	1813.0	53833.0
22298.0	61300.0	57106.0	1815.0	53906.0
22327.0	61379.0	57179.0	1817.0	53979.0
22356.0	61458.0	57252.0	1819.0	54052.0
22385.0	61537.0	57325.0	1821.0	54125.0
