15270.0	23444.0	43214.0	54684.0
15289.0	23473.0	43267.0	54751.0
15308.0	23502.0	43320.0	54818.0
15327.0	23531.0	43373.0	54885.0
15346.0	23560.0	43426.0	54952.0
15365.0	23589.0	43479.0	55019.0
15384.0	23618.0	43532.0	55086.0
15403.0	23647.0	43585.0	55153.0
15422.0	23676.0	43638.0	55220.0
15441.0	23705.0	43691.0	55287.0
15460.0	23734.0	43744.0	55354.0
15479.0	23763.0	43797.0	55421.0
15498.0	23792.0	43850.0	55488.0
15517.0	23821.0	43903.0	55555.0
15536.0	23850.0	43956.0	55622.0
15555.0	23879.0	44009.0	55689.0
15574.0	23908.0	44062.0	55756.0
15593.0	23937.0	44115.0	55823.0
15612.0	23966.0	44168.0	55890.0
15631.0	23995.0	44221.0	55957.0
15650.0	24024.0	44274.0	56024.0
15669.0	24053.0	44327.0	56091.0
15688.0	24082.0	44380.0	56158.0
15707.0	24111.0	44433.0	56225.0
15726.0	24140.0	44486.0	56292.0
15745.0	24169.0	44539.0	56359.0
15764.0	24198.0	44592.0	56426.0
15783.0	24227.0	44645.0	56493.0
15802.0	24256.0	44698.0	56560.0
15821.0	24285.0	44751.0	56627.0
15840.0	24314.0	44804.0	56694.0
15859.0	24343.0	44857.0	56761.0
15878.0	24372.0	44910.0	56828.0
15897.0	24401.0	44963.0	56895.0
15916.0	24430.0	45016.0	56962.0
15935.0	24459.0	45069.0	57029.0
15954.0	24488.0	45122.0	57096.0
15973.0	24517.0	45175.0	57163.0
15992.0	24546.0	45228.0	57230.0
16011.0	24575.0	45281.0	57297.0
16030.0	24604.0	45334.0	57364.0
16049.0	24633.0	45387.0	57431.0
16068.0	24662.0	45440.0	57498.0
16087.0	24691.0	45493.0	57565.0
16106.0	24720.0	45546.0	57632.0
16125.0	24749.0	45599.0	57699.0
16144.0	24778.0	45652.0	57766.0
16163.0	24807.0	45705.0	57833.0
16182.0	24836.0	45758.0	57900.0
16201.0	24865.0	45811.0	57967.0
16220.0	24894.0	45864.0	58034.0
16239.0	24923.0	45917.0	58101.0
16258.0	24952.0	45970.0	58168.0
16277.0	24981.0	46023.0	58235.0
16296.0	25010.0	46076.0	58302.0
16315.0	25039.0	46129.0	58369.0
16334.0	25068.0	46182.0	58436.0
16353.0	25097.0	46235.0	58503.0
16372.0	25126.0	46288.0	58570.0
16391.0	25155.0	46341.0	58637.0
16410.0	25184.0	46394.0	58704.0
16429.0	25213.0	46447.0	58771.0
16448.0	25242.0	46500.0	58838.0
16467.0	25271.0	46553.0	58905.0
16486.0	25300.0	46606.0	58972.0
16505.0	25329.0	46659.0	59039.0
16524.0	25358.0	46712.0	59106.0
16543.0	25387.0	46765.0	59173.0
16562.0	25416.0	46818.0	59240.0
16581.0	25445.0	46871.0	59307.0
16600.0	25474.0	46924.0	59374.0
16619.0	25503.0	46977.0	59441.0
16638.0	25532.0	47030.0	59508.0
16657.0	25561.0	47083.0	59575.0
16676.0	25590.0	47136.0	59642.0
16695.0	25619.0	47189.0	59709.0
16714.0	25648.0	47242.0	59776.0
16733.0	25677.0	47295.0	59843.0
16752.0	25706.0	47348.0	59910.0
16771.0	25735.0	47401.0	59977.0
16790.0	25764.0	47454.0	60044.0
16809.0	25793.0	47507.0	60111.0
16828.0	25822.0	47560.0	60178.0
16847.0	25851.0	47613.0	60245.0
16866.0	25880.0	47666.0	60312.0
16885.0	25909.0	47719.0	60379.0
16904.0	25938.0	47772.0	60446.0
16923.0	25967.0	47825.0	60513.0
16942.0	25996.0	47878.0	60580.0
16961.0	26025.0	47931.0	60647.0
16980.0	26054.0	47984.0	60714.0
16999.0	26083.0	48037.0	60781.0
17018.0	26112.0	48090.0	60848.0
17037.0	26141.0	48143.0	60915.0
17056.0	26170.0	48196.0	60982.0
17075.0	26199.0	48249.0	61049.0
17094.0	26228.0	48302.0	61116.0
17113.0	26257.0	48355.0	61183.0
17132.0	26286.0	48408.0	61250.0
17151.0	26315.0	48461.0	61317.0
17170.0	26344.0	48514.0	61384.0
17189.0	26373.0	48567.0	61451.0
17208.0	26402.0	48620.0	61518.0
17227.0	26431.0	48673.0	61585.0
17246.0	26460.0	48726.0	61652.0
17265.0	26489.0	48779.0	61719.0
17284.0	26518.0	48832.0	61786.0
17303.0	26547.0	48885.0	61853.0
17322.0	26576.0	48938.0	61920.0
17341.0	26605.0	48991.0	61987.0
17360.0	26634.0	49044.0	62054.0
17379.0	26663.0	49097.0	62121.0
17398.0	26692.0	49150.0	62188.0
17417.0	26721.0	49203.0	62255.0
17436.0	26750.0	49256.0	62322.0
17455.0	26779.0	49309.0	62389.0
17474.0	26808.0	49362.0	62456.0
17493.0	26837.0	49415.0	62523.0
17512.0	26866.0	49468.0	62590.0
17531.0	26895.0	49521.0	62657.0
17550.0	26924.0	49574.0	62724.0
17569.0	26953.0	49627.0	62791.0
17588.0	26982.0	49680.0	62858.0
17607.0	27011.0	49733.0	62925.0
17626.0	27040.0	49786.0	62992.0
17645.0	27069.0	49839.0	63059.0
17664.0	27098.0	49892.0	63126.0
17683.0	27127.0	49945.0	63193.0
17702.0	27156.0	49998.0	63260.0
17721.0	27185.0	50051.0	63327.0
17740.0	27214.0	50104.0	63394.0
17759.0	27243.0	50157.0	63461.0
17778.0	27272.0	50210.0	63528.0
17797.0	27301.0	50263.0	63595.0
17816.0	27330.0	50316.0	63662.0
17835.0	27359.0	50369.0	63729.0
17854.0	27388.0	50422.0	63796.0
17873.0	27417.0	50475.0	63863.0
17892.0	27446.0	50528.0	63930.0
17911.0	27475.0	50581.0	63997.0
17930.0	27504.0	50634.0	64064.0
17949.0	27533.0	50687.0	64131.0
17968.0	27562.0	50740.0	64198.0
17987.0	27591.0	50793.0	64265.0
18006.0	27620.0	50846.0	64332.0
18025.0	27649.0	50899.0	64399.0
18044.0	27678.0	50952.0	64466.0
18063.0	27707.0	51005.0	64533.0
18082.0	27736.0	51058.0	64600.0
18101.0	27765.0	51111.0	64667.0
18120.0	27794.0	51164.0	64734.0
18139.0	27823.0	51217.0	64801.0
18158.0	27852.0	51270.0	64868.0
18177.0	27881.0	51323.0	64935.0
18196.0	27910.0	51376.0	65002.0
18215.0	27939.0	51429.0	65069.0
18234.0	27968.0	51482.0	65136.0
18253.0	27997.0	51535.0	65203.0
18272.0	28026.0	51588.0	65270.0
18291.0	28055.0	51641.0	65337.0
18310.0	28084.0	51694.0	65404.0
18329.0	28113.0	51747.0	65471.0
18348.0	28142.0	51800.0	65538.0
18367.0	28171.0	51853.0	65605.0
18386.0	28200.0	51906.0	65672.0
18405.0	28229.0	51959.0	65739.0
18424.0	28258.0	52012.0	65806.0
18443.0	28287.0	52065.0	65873.0
18462.0	28316.0	52118.0	65940.0
18481.0	28345.0	52171.0	66007.0
18500.0	28374.0	52224.0	66074.0
18519.0	28403.0	52277.0	66141.0
18538.0	28432.0	52330.0	66208.0
18557.0	28461.0	52383.0	66275.0
18576.0	28490.0	52436.0	66342.0
18595.0	28519.0	52489.0	66409.0
18614.0	28548.0	52542.0	66476.0
18633.0	28577.0	52595.0	66543.0
18652.0	28606.0	52648.0	66610.0
18671.0	28635.0	52701.0	66677.0
18690.0	28664.0	52754.0	66744.0
18709.0	28693.0	52807.0	66811.0
18728.0	28722.0	52860.0	66878.0
18747.0	28751.0	52913.0	66945.0
18766.0	28780.0	52966.0	67012.0
18785.0	28809.0	53019.0	67079.0
18804.0	28838.0	53072.0	67146.0
18823.0	28867.0	53125.0	67213.0
18842.0	28896.0	53178.0	67280.0
18861.0	28925.0	53231.0	67347.0
18880.0	28954.0	53284.0	67414.0
18899.0	28983.0	53337.0	67481.0
18918.0	29012.0	53390.0	67548.0
18937.0	29041.0	53443.0	67615.0
18956.0	29070.0	53496.0	67682.0
18975.0	29099.0	53549.0	67749.0
18994.0	29128.0	53602.0	67816.0
19013.0	29157.0	53655.0	67883.0
19032.0	29186.0	53708.0	67950.0
19051.0	29215.0	53761.0	68017.0
19070.0	29244.0	53814.0	68084.0
19089.0	29273.0	53867.0	68151.0
19108.0	29302.0	53920.0	68218.0
19127.0	29331.0	53973.0	68285.0
19146.0	29360.0	54026.0	68352.0
19165.0	29389.0	54079.0	68419.0
19184.0	29418.0	54132.0	68486.0
19203.0	29447.0	54185.0	68553.0
19222.0	29476.0	54238.0	68620.0
19241.0	29505.0	54291.0	68687.0
19260.0	29534.0	54344.0	68754.0
19279.0	29563.0	54397.0	68821.0
19298.0	29592.0	54450.0	68888.0
19317.0	29621.0	54503.0	68955.0
19336.0	29650.0	54556.0	69022.0
19355.0	29679.0	54609.0	69089.0
19374.0	29708.0	54662.0	69156.0
19393.0	29737.0	54715.0	69223.0
19412.0	29766.0	54768.0	69290.0
19431.0	29795.0	54821.0	69357.0
19450.0	29824.0	54874.0	69424.0
19469.0	29853.0	54927.0	69491.0
19488.0	29882.0	54980.0	69558.0
19507.0	29911.0	55033.0	69625.0
19526.0	29940.0	55086.0	69692.0
19545.0	29969.0	55139.0	69759.0
19564.0	29998.0	55192.0	69826.0
19583.0	30027.0	55245.0	69893.0
19602.0	30056.0	55298.0	69960.0
19621.0	30085.0	55351.0	70027.0
19640.0	30114.0	55404.0	70094.0
19659.0	30143.0	55457.0	70161.0
19678.0	30172.0	55510.0	70228.0
19697.0	30201.0	55563.0	70295.0
19716.0	30230.0	55616.0	70362.0
19735.0	30259.0	55669.0	70429.0
19754.0	30288.0	55722.0	70496.0
19773.0	30317.0	55775.0	70563.0
19792.0	30346.0	55828.0	70630.0
19811.0	30375.0	55881.0	70697.0
19830.0	30404.0	55934.0	70764.0
19849.0	30433.0	55987.0	70831.0
19868.0	30462.0	56040.0	70898.0
19887.0	30491.0	56093.0	70965.0
19906.0	30520.0	56146.0	71032.0
19925.0	30549.0	56199.0	71099.0
19944.0	30578.0	56252.0	71166.0
19963.0	30607.0	56305.0	71233.0
19982.0	30636.0	56358.0	71300.0
20001.0	30665.0	56411.0	71367.0
20020.0	30694.0	56464.0	71434.0
20039.0	30723.0	56517.0	71501.0
20058.0	30752.0	56570.0	71568.0
20077.0	30781.0	56623.0	71635.0
20096.0	30810.0	56676.0	71702.0
